title;abstract
A preliminary assessment of the impact of COVID-19 on environment – A case study of China;The coronavirus disease (COVID-19) is seriously threatening world public health security. Currently, >200 countries and regions have been affected by the epidemic, with the number of infections and deaths still increasing. As an extreme event, the outbreak of COVID-19 has greatly damaged the global economic growth and caused a certain impact on the environment. This paper takes China as a case study, comprehensively evaluating the dynamic impact of COVID-19 on the environment. The analysis results indicate that the outbreak of COVID-19 improves China's air quality in the short term and significantly contributes to global carbon emission reduction. However, in the long run, there is no evidence that this improvement will continue. When China completely lifts the lockdown and resumes large-scale industrial production, its energy use and greenhouse gas (GHG) emissions are likely to exceed the level before the event. Moreover, COVID-19 significantly reduces the concentration of nitrogen dioxide (NO
Clinical and transmission dynamics characteristics of 406 children with coronavirus disease 2019 in China: A review;Chinese pediatricians are working on the front line to fight COVID-19. They have published a great amount of first-hand clinical data. Collecting their data and forming a large sample for analysis is more conducive to the recognition, prevention and treatment of coronavirus disease 2019 in children. The epidemic prevention and control experience of Chinese pediatricians should be shared with the world.
Diabetes and severity of COVID-19: What is the link?;In Diabetes Mellitus the loss of capacity to regulate immunity, the reduction of pulmonary functions and the pro-thrombotic state determine the severity of COVID-19.
The intriguing commonality of NETosis between COVID-19 & Periodontal disease;NETosis, being an alternative form of cell death is the creation of web-like chromatin decondensates by suitably primed neutrophils as a response to stimulus aimed at containing and eliminating the same. In certain situations, it causes more harm than benefit in the form of bystander damage directly or via activation of autoimmune mechanisms. Such pathophysiology finds evidence in both Periodontal disease and COVID-19. Coupled with impaired removal, NETs have been implicated in both these disease forms to promote a state of inflammation and be a source of constant harm to the tissues involved. This potentially forms groundwork to implicate Periodontal disease as predisposing towards adverse COVID-19 related outcomes.
Pilgrimage and COVID-19: The risk among returnees from Muslim countries;COVID-19 has now spread to become a pandemic. We confirmed six Muslim pilgrims with COVID-19 among the passengers on a flight from Pakistan, following a border inspection in Guangzhou, China. We subsequently alerted home countries to prepare early in order to manage the risk from returning pilgrims. The resulting strategies of inspection and quarantine needed to cover those returning from all Muslim countries, not just Saudi Arabia.
Addressing the corona virus pandemic: will a novel filtered eye mask help?;Non-hermetically sealed eye protection does not fully protect the eyes from airborne particles. Hermetically sealed eye protection fully protects the eyes from particles, but tends to fog up, rendering it unusable. This study aimed to build and test a filtered eye mask (FEM) to protect the eyes from airborne particles, while being usable without excessive fog build up.
As a potential treatment of COVID-19: Montelukast;It has been hypothesized that Montelukast, a cysteinyl leukotriene (cysLT) receptor antagonist, with effects of anti-inflammatory, suppress oxidative stress and reduce affect cytokine production, may limited progression of the disease on COVID-19 infection.
Vitamin D: A simpler alternative to tocilizumab for trial in COVID-19?;There is anecdotal evidence that tocilizumab, an immunosuppressant drug, may be a potential therapeutic option for patients with severe manifestations of coronavirus disease 2019 (COVID-19). Like tocilizumab, Vitamin D appears to modulate the activity of an interleukin (IL-6), which may explain the seasonal variation in prevalence of influenza. While most cases of COVID-19 have, thus far, occurred in the Northern Hemisphere winter, limiting the ability to assess seasonal variation, there remains substantial variation in the severity of this condition that has yet to be explained. A retrospective comparison of Vitamin D levels in previously obtained blood samples between survivors and confirmed fatalities could establish a rationale for implementation of widespread Vitamin D supplementation. This would be far cheaper and simpler than tocilizumab as a therapeutic option to trial.
Evaluation and prediction of the COVID-19 variations at different input population and quarantine strategies, a case study in Guangdong province, China;In this study, an epidemic model was developed to simulate and predict the disease variations of Guangdong province which was focused on the period from Jan 27 to Feb 20, 2020. To explore the impacts of the input population and quarantine strategies on the disease variations at different scenarios, four time points were assumed as Feb 6, Feb 16, Feb 24 and Mar 5 2020. The major results suggest that our model can well capture the disease variations with high accuracy. The simulated peak value of the confirmed cases is 1002 at Feb 10, 2020 which is mostly close to the reported number of 1007 at Feb 9, 2020. The disease will become extinction with peak value of 1397 at May 11, 2020. Moreover, the increased numbers of the input population can mainly shorten the disease extinction days and the increased percentages of the exposed individuals of the input population increase the number of cumulative confirmed cases at a small percentage. Increasing the input population and decreasing the quarantine strategy together around the time point of the peak value of the confirmed cases, may lead to the second outbreak.
COVID-19 infection can cause chemotherapy resistance development in patients with breast cancer and tamoxifen may cause susceptibility to COVID-19 infection;Breast cancer is the most common cancer in women and is the second most common cause of death in women. Estrogen plays an important role in breast tumor etiopathogenesis. Tamoxifen and other anti-estrogen drugs are used in breast cancer patients who have a positive estrogen receptor (ER). While angiotensin II plays a key role in breast cancer etiology and causes tamoxifen resistance, angiotensin 1–7 has been reported to may reduce the spread and invasion of breast cancer. During the COVID-19 infection, the virus blocks ACE2, and angiotensin 1–7 production discontinued. Angiotensin III production may increase as angiotensin II destruction is reduced. Thus, aminopeptidase upregulation may occur. Increased aminopeptidase may develop resistance to chemotherapy in breast cancer patients receiving chemotherapy. Estrogen can have a protective effect against COVID-19. Estrogen increase causes ER-α upregulation in T lymphocytes. Thus, estrogen increases the release of interferon I and III from T lymphocytes. Increasing interferon I and III alleviates COVID-19 infection. Tamoxifen treatment causes down-regulation, mutation, or loss in estrogen receptors. In the long-term use of tamoxifen, its effects on estrogen receptors can be permanent. Thus, since estrogen receptors are damaged or downregulated, estrogen may not act by binding to these receptors. Tamoxifen is a P-glycoprotein inhibitor, independent of its effect on estrogen receptors. It suppresses T cell functions and interferon release. We think tamoxifen may increase the COVID-19 risk due to its antiestrogen and P-glycoprotein inhibitory effects.
The profile of peripheral blood lymphocyte subsets and serum cytokines in children with 2019 novel coronavirus pneumonia;The study was aimed at investigating the characteristics of peripheral blood lymphocyte subsets and serum cytokines in children with 2019 novel coronavirus (2019-nCoV) pneumonia.
Impact of city lockdown on the air quality of COVID-19-hit of Wuhan city;A series of strict lockdown measures were implemented in the areas of China worst affected by coronavirus disease 19, including Wuhan, to prevent the disease spreading. The lockdown had a substantial environmental impact, because traffic pollution and industrial emissions are important factors affecting air quality and public health in the region. After the lockdown, the average monthly air quality index (AQI) in Wuhan was 59.7, which is 33.9% lower than that before the lockdown (January 23, 2020) and 47.5% lower than that during the corresponding period (113.6) from 2015 to 2019. Compared with the conditions before the lockdown, fine particulate matter (PM
Combination of thrombolytic and immunosuppressive therapy for coronavirus disease 2019: A case report;In a proportion of patients, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) causes a multisystem syndrome characterized by hyperinflammation, acute respiratory distress syndrome (ARDS), and hypercoagulability. A 68-year-old man with coronavirus disease 2019 (COVID-19) was admitted to the intensive care unit with respiratory failure, cytokine release syndrome (CRS), and skin ischemia – microthrombosis. Specific coagulation and inflammatory markers (D-dimer, ferritin, and C-reactive protein), along with the clinical picture, triggered the trial of recombinant tissue plasminogen activator (rt-PA) and tocilizumab. This was followed by resolution of the skin ischemia and CRS, while respiratory parameters improved. No major complications associated with rt-PA or tocilizumab occurred. The combination of rt-PA with targeted anti-inflammatory treatment could be a new therapeutic option for patients with COVID-19, ARDS, hyperinflammation, and increased blood viscosity.
Some respite for India's dirtiest river? Examining the Yamuna's water quality at Delhi during the COVID-19 lockdown period;The Yamuna's stretch within Delhi is considered as the dirtiest river reach in India and despite numerous restoration plans, pollution levels have risen unabated. However, the enforcement of a nationwide lockdown due to the ongoing COVID-19 pandemic can possibly provide a ray of hope. We analyze the lockdown's impact on the water quality status of this stretch using a combination of measured parameters and satellite image derived indices. Class C Water Quality Index estimates of nine stations indicate an improvement of 37% during the lockdown period. The Biological Oxygen Demand and Chemical Oxygen Demand values reduced by 42.83% and 39.25%, respectively, compared to the pre-lockdown phase, while Faecal Coliform declined by over 40%. Similar analysis of 20 major drains that meet the Yamuna revealed declining effluent loads and discernable improvements in drain contaminant status were ascertained via a hierarchical cluster analysis. Reach-wise suspended particulate matter content, turbidity and algal signatures were derived from multi-temporal Landsat-8 images of prior and ongoing lockdown periods for 117 channel segment zones. These parameters also declined notably within most stretches, although their extents were spatially varied. While the partial/non-operational status of most industries during the lockdown enabled significant reduction in effluent loads and a consequent betterment in the river water quality, its spatial variations and even deterioration in some locations resulted from the largely undiminished inflow of domestic sewage through multiple drains. This study provides an estimate of possible river recovery extents and degree of improvement if deleterious polluting activities and contaminants are regulated properly.
Hypertension prevalence in human coronavirus disease: the role of ACE system in infection spread and severity;The prevalence of hypertension is high in patients affected by coronavirus disease 2019 (COVID-2019) and it appears to be related to an increased risk of mortality, as shown in many epidemiological studies. The angiotensin-converting enzyme (ACE) system is not uniformly expressed in all of the human races, and current differences could explain some of the geographical discrepancies in infection around the world. Furthermore, animal studies have shown that the ACE2 receptor is a potential pathway for host infection with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the causative agent of COVID-19. As two-thirds of hypertensive patients take ACE inhibitors/angiotensin receptor blockers, several concerns have been raised about the detrimental role of current antihypertensive drugs in COVID-19. This report summarizes the recent evidence for and against the administration of ACE blockade in the COVID-19 era.
Comparison of different samples for 2019 novel coronavirus detection by nucleic acid amplification tests;An ongoing outbreak of severe respiratory pneumonia associated with the 2019 novel coronavirus has recently emerged in China. Here we report the epidemiological, clinical, laboratory and radiological characteristics of 19 suspect cases. We compared the positive ratio of 2019-nCoV nucleic acid amplification test results from different samples including oropharyngeal swab, blood, urine and stool with 3 different fluorescent RT-PCR kits. Nine out of the 19 patients had 2019-nCoV infection detected using oropharyngeal swab samples, and the virus nucleic acid was also detected in eight of these nine patients using stool samples. None of positive results was identified in the blood and urine samples. These three different kits got the same result for each sample and the positive ratio of nucleic acid detection for 2019-nCoV was only 47.4% in the suspect patients. Therefore, it is possible that infected patients have been missed by using nucleic acid detection only. It might be better to make a diagnosis combining the computed tomography scans and nucleic acid detection.
Significant changes in the chemical compositions and sources of PM;Wuhan was the first city to adopt the lockdown measures to prevent COVID-19 spreading, which improved the air quality accordingly. This study investigated the variations in chemical compositions, source contributions, and regional transport of fine particles (PM
Increased susceptibility of SARS-CoV2 infection on oral cancer patients;In 2019, a new coronavirus (SARS CoV2) infecting humans has emerged in Wuhan, China which caused an unprecedented pandemic involving at least 185 countries infecting 2.5 million people till date. This virus is transmitted directly or indirectly through the upper aerodigestive tract. As it is evident from the recent studies that SARS-CoV-2 requires host enzyme Furin to activate receptor binding domain of its S protein and host Angiotensin Convertase Enzyme 2 (ACE2) is required as binding receptor, facilitating the entry of virus into the host cell. Evidence from literature shows that oral cancer tissues as well as paracarcinoma tissue exhibit higher expression of both Furin and ACE2, giving rise to the hypothesis that patients with oral cancer have higher chances of SARS CoV2 infection. It is also hypothesised that there will be increased severity of disease due to facilitated entry of the virus into the cells. Therefore, we suggest oral cancer patients require extra attention during COVID-19 pandemic and re-evaluation of current treatment paradigms in oral oncology is also needed.
Lived experiences of the corona survivors (patients admitted in COVID wards): A narrative real-life documented summaries of internalized guilt, shame, stigma, anger;COVID-19 pandemic has emerged as a disaster for the human beings. All the Governments across the globe have been preparing to deal with this medical emergency, which is known to be associated with mortality in about 5% of the sufferers. Gradually, it is seen that, many patients with COVID-19 infection have mild symptoms or are asymptomatic. Due to the risk of infecting others, persons with COVID-19 infection are kept in isolation wards. Because of the isolation, the fear of death, and associated stigma, many patients with COVID-19 infection go through mental distress. In this report, we discuss the experience of 3 persons diagnosed with COVId-19 infection and admitted to the COVID ward.
A dynamic modeling tool for estimating healthcare demand from the COVID19 epidemic and evaluating population-wide interventions;Public health officials need tools to assist in anticipating the healthcare resources required to confront the SARS-COV-2 pandemic. We constructed a modeling tool to aid active public health officials to estimate healthcare demand from the pandemic in their jurisdictions and to evaluate the potential impact of population-wide social-distancing interventions.
Evolving epidemiology and transmission dynamics of coronavirus disease 2019 outside Hubei province, China: a descriptive and modelling study;The coronavirus disease 2019 (COVID-19) epidemic, caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), began in Wuhan city, Hubei province, in December, 2019, and has spread throughout China. Understanding the evolving epidemiology and transmission dynamics of the outbreak beyond Hubei would provide timely information to guide intervention policy.
The effectiveness of quarantine and isolation determine the trend of the COVID-19 epidemic in the final phase of the current outbreak in China;Since January 23, 2020, stringent measures for controlling the novel coronavirus epidemic have been gradually enforced and strengthened in mainland China. The detection and diagnosis have been improved, as well. However, the daily reported cases remaining at a high level make the epidemic trend prediction difficult.
Determination of the optimal penetration factor for evaluating the invasion process of aerosols from a confined source space to an uncontaminated area;Due to the outbreak and spread of COVID-19, SARS-CoV-2 has been proven to survive in aerosols for hours. Virus-containing aerosols may intrude into an uncontaminated area from a confined source space under certain ventilated conditions. The penetration factor, which is the most direct parameter for evaluating the invasion process, can effectively reflect the penetration fraction of aerosols and the shielding efficiency of buildings. Based on the observed concentrations of aerosols combined with a widely used concentration model, four numerical calculations of the penetration factor are proposed in this study. A theoretical time-correction 
Dealing with Corona virus anxiety and OCD;The world is reeling under the crisis caused by corona virus disease (COVID-19), print, electronic and social media are flooded with numerous advisories issued by governments and other national & international agencies. While all this is being done with best of intentions so as to contain the spread of this viral disease, this is causing a significant negative impact on mental health of people specially person of obsessive-compulsive disorder with fear of contamination and excessive washing of hands.
Medical mask versus cotton mask for preventing respiratory droplet transmission in micro environments;The objective of this study was to investigate whether cotton mask worn by respiratory infection person could suppress respiratory droplet levels compared to medical mask. We recruited adult volunteers with confirmed influenza and suspected cases of coronavirus disease 2019 (COVID-19) to wear medical masks and self-designed triple-layer cotton masks in a regular bedroom and a car with air conditioning. Four 1-hour repeated measurements (two measurements for bedroom the others for car) of particles with a size range of 20–1000 nm measured by number concentrations (NC
Quarantine Measures for Coronavirus Disease 2019 on a Cruise Ship, Taiwan, February 2020;To early detect and prevent coronavirus disease 2019 from spreading via international cruise ships, Taiwan Central Epidemic Command Center implemented on-board quarantine measures on a cruise ship at Port of Keelung, Taiwan, on February 8, 2020. Quarantine officers, medical professionals and administrative staff of competent authorities conducted fever screening, investigated present illness and travel history of 1,738 passengers and 776 crew members on the ship. Throat swabs were collected from 128 (5.1%) passengers and crew members with fever or respiratory symptoms in the past 14 days or travel history to China, Hong Kong or Macao within 30 days. All swabs tested negative for severe acute respiratory syndrome coronavirus 2 by the national reference laboratory. The whole process, from on-board preparation to completion of testing, took 9 hours. All passengers and crew were permitted to disembark and were required to take mandatory 14-day self-health management measures. No cases were reported by the end of self-health management period.
The relationship between cyclonic weather regimes and seasonal influenza over the Eastern Mediterranean;The prediction of the occurrence of infectious diseases is of crucial importance for public health, as clearly seen in the ongoing COVID-19 pandemic. Here, we analyze the relationship between the occurrence of a winter low-pressure weather regime - Cyprus Lows - and the seasonal Influenza in the Eastern Mediterranean. We find that the weekly occurrence of Cyprus Lows is significantly correlated with clinical seasonal Influenza in Israel in recent years (
“Exercise with facemask;Straying away from a sedentary lifestyle is essential, especially in these troubled times of a global pandemic to reverse the ill effects associated with the health risks as mentioned earlier. In the view of anticipated effects on immune system and prevention against influenza and Covid-19, globally moderate to vigorous exercises are advocated wearing protective equipment such as facemasks. Though WHO supports facemasks only for Covid-19 patients, healthy “social exercisers” too exercise strenuously with customized facemasks or N95 which hypothesized to pose more significant health risks and tax various physiological systems especially pulmonary, circulatory and immune systems. Exercising with facemasks may reduce available Oxygen and increase air trapping preventing substantial carbon dioxide exchange. The hypercapnic hypoxia may potentially increase acidic environment, cardiac overload, anaerobic metabolism and renal overload, which may substantially aggravate the underlying pathology of established chronic diseases. Further contrary to the earlier thought, no evidence exists to claim the facemasks during exercise offer additional protection from the droplet transfer of the virus. Hence, we recommend social distancing is better than facemasks during exercise and optimal utilization rather than exploitation of facemasks during exercise.
Time to strengthen capacity in infectious disease control at the European level;The COVID-19 pandemic has made the European Commission revaluate its role in member states health systems. In response, the European Union is planning to significantly increase investment to tackle cross-border health threats. The European Centre for Communicable Disease Prevention and Control is well positioned to capitalise upon this increased investment by designing and implementing a renewed European strategy for infection disease control. To secure meaningful and sustainable improvements, the European Centre for Communicable Disease Prevention and Control needs to be strengthened with more resources, an expanded geographical scope and legislative change.
Changes of NOx in urban air detected with monitoring VIS-NIR field spectrometer during the coronavirus pandemic: A case study in Germany;The global outbreak of the coronavirus pandemic has led to a significant reduction of traffic and traffic-related urban air pollution. One important pollutant in this context is NO2. Sudden change in NO2 emissions related to reduction of urban traffic due to infection protection measures can be detected in Düsseldorf, Germany with continuous measurements of down-welling light with a RoX automated field-spectrometer. In comparison to a nearby reference instrument, a waveband around 590 nm was identified as significant for the retrieval in the VIS-NIR spectral range. A decision tree based on principal components which were decomposed from down-welling radiance spectra has been the most robust approach to retrieved NO2 values. Better differentiation of the NO2 value-range is achieved with a partial least square regression model. The results suggest that traffic-related changes of NOx pollution in urban air can be detected through continuous down-welling radiance measurements with inexpensive automated field-spectrometer systems.
A simple, inexpensive method for gas-phase singlet oxygen generation from sensitizer-impregnated filters: Potential application to bacteria/virus inactivation and pollutant degradation;Airborne infectious diseases such as the new Coronavirus 2019 (COVID-19) pose serious threat to human health. Indoor air pollution is a problem of global environmental concern as well. Singlet oxygen (
A cross-sectional study on mental health among health care workers during the outbreak of Corona Virus Disease 2019;The spread of Corona Virus Disease 2019 (COVID-19) has become a global major public health event, threatening people's physical and mental health and even life safety. This study is to investigate the psychological abnormality in health care workers battling the COVID-19 epidemic and to explore the associations among social support, resilience and mental health. A total of 1521 health care workers, of whom 147 had public health emergency experience while 1374 showed no experience, completed the Symptom Check-List-90 (SCL-90), Chinese version of Connor-Davidson resilience scale (CD-RISC) and Social Support Rating Scale (SSRS). χ
Human coronavirus data from four clinical trials of masks and respirators;There are few published data on the efficacy of masks or respirators against coronavirus infections. This is an important research question to inform the response to the COVID-19 epidemic. The transmission modes of human coronaviruses are similar, thought to be by droplet, contact, and sometimes airborne routes. There are several randomized clinical trials of masks and respirators, but most used clinical endpoints or tested only for influenza. In four trials that we conducted, we tested for human coronaviruses, but only composite viral endpoints were reported in the trials. We reviewed and analyzed the coronavirus data from four of our trials. Laboratory-confirmed coronavirus infections were identified in our community household trial (one case), health worker trials (eight cases), and trial of mask use by sick patients (19 cases). No coronavirus infections were transmitted in households to parents who wore P2 or surgical masks, but one child with coronavirus infection transmitted infection to a parent in the control arm. No transmissions to close contacts occurred when worn by sick patients with coronavirus infections. There was a higher risk of coronavirus infection in HCWs who wore a mask compared to a respirator, but the difference was not statistically significant. These are the only available clinical trial data on coronavirus infections associated with mask or respirator use. More clinical trials are needed to assess the efficacy of respiratory protection against coronavirus infections.
Can neuromodulation support the fight against the COVID19 pandemic? Transcutaneous non-invasive vagal nerve stimulation as a potential targeted treatment of fulminant acute respiratory distress syndrome;The COVID-19 pandemic has rapidly spread all over the world and caused a major health care crisis. About 20% of patients develop severe disease and require hospitalisation, which is associated with a high mortality rate of up to 97% in those being ventilated and respiratory failure being the leading cause of death. Despite many therapeutic agents being under current investigation there is yet no panacea available. With increasing rates of infection throughout the world, there is an urgent need for new therapeutic approaches to counteract the infection.
The possible immunoregulatory and anti-inflammatory effects of selective serotonin reuptake inhibitors in coronavirus disease patients;While researchers are struggling to develop a vaccine for coronavirus disease, it is important to evolve effective therapeutic strategies to save lives. The majority of coronavirus disease deaths are due to pneumonia. Mostly, stress and depression are associated with coronavirus disease infection and thus, resulting in weakening of patients’ immune response and hence, more severe respiratory symptoms or even death. We propose using a class of antidepressants named selective serotonin reuptake inhibitors for their reported potential antiviral effect, modulatory effect of respiratory symptoms, antioxidant properties and immunoregulatory effects beside their main action as antidepressant. In addition, the low cost of selective serotonin reuptake inhibitors might add a benefit for coronavirus disease patients.
Challenges and solutions for addressing critical shortage of supply chain for personal and protective equipment (PPE) arising from Coronavirus disease (COVID19) pandemic – Case study from the Republic of Ireland;Coronavirus (COVID-19) is highly infectious agent that causes fatal respiratory illnesses, which is of great global public health concern. Currently, there is no effective vaccine for tackling this COVID19 pandemic where disease countermeasures rely upon preventing or slowing person-to-person transmission. Specifically, there is increasing efforts to prevent or reduce transmission to front-line healthcare workers (HCW). However, there is growing international concern regarding the shortage in supply chain of critical one-time-use personal and protective equipment (PPE). PPE are heat sensitive and are not, by their manufacturer's design, intended for reprocessing. Most conventional sterilization technologies used in hospitals, or in terminal medical device sterilization providers, cannot effectively reprocess PPE due to the nature and severity of sterilization modalities. Contingency planning for PPE stock shortage is important. Solutions in the Republic of Ireland include use of smart communication channels to improve supply chain, bespoke production of PPE to meets gaps, along with least preferred option, use of sterilization or high-level disinfection for PPE reprocessing. Reprocessing PPE must consider material composition, functionality post treatment, along with appropriate disinfection. Following original manufacturer of PPE and regulatory guidance is important. Technologies deployed in the US, and for deployment in the Republic of Ireland, are eco-friendly, namely vaporised hydrogen peroxide (VH2O2), such as for filtering facepiece respirators and UV irradiation and High-level liquid disinfection (Actichlor+) is also been pursed in Ireland. Safeguarding supply chain of PPE will sustain vital healthcare provision and will help reduce mortality.
Does lockdown reduce air pollution? Evidence from 44 cities in northern China;Responding to the ongoing novel coronavirus (agent of COVID-19) outbreak, China implemented “the largest quarantine in human history” in Wuhan on 23 January 2020. Similar quarantine measures were imposed on other Chinese cities within days. Human mobility and relevant production and consumption activities have since decreased significantly. As a likely side effect of this decrease, many regions have recorded significant reductions in air pollution. We employed daily air pollution data and Intracity Migration Index (IMI) data form Baidu between 1 January and 21 March 2020 for 44 cities in northern China to examine whether, how, and to what extent travel restrictions affected air quality. On the basis of this quantitative analysis, we reached the following conclusions: (1) The reduction of air pollution was strongly associated with travel restrictions during this pandemic—on average, the air quality index (AQI) decreased by 7.80%, and five air pollutants (i.e., SO
Fangcang shelter hospitals: a novel concept for responding to public health emergencies;Fangcang shelter hospitals are a novel public health concept. They were implemented for the first time in China in February, 2020, to tackle the coronavirus disease 2019 (COVID-19) outbreak. The Fangcang shelter hospitals in China were large-scale, temporary hospitals, rapidly built by converting existing public venues, such as stadiums and exhibition centres, into health-care facilities. They served to isolate patients with mild to moderate COVID-19 from their families and communities, while providing medical care, disease monitoring, food, shelter, and social activities. We document the development of Fangcang shelter hospitals during the COVID-19 outbreak in China and explain their three key characteristics (rapid construction, massive scale, and low cost) and five essential functions (isolation, triage, basic medical care, frequent monitoring and rapid referral, and essential living and social engagement). Fangcang shelter hospitals could be powerful components of national responses to the COVID-19 pandemic, as well as future epidemics and public health emergencies.
Modelling SARS-COV2 Spread in London: Approaches to Lift the Lockdown;To use mathematical models to predict the epidemiological impact of lifting the lockdown in London, UK, and alternative strategies to help inform policy in the UK.
Intermittent occupancy combined with ventilation: An efficient strategy for the reduction of airborne transmission indoors;It is important that efficient measures to reduce the airborne transmission of respiratory infectious diseases (including COVID-19) should be formulated as soon as possible to ensure a safe easing of lockdown. Ventilation has been widely recognized as an efficient engineering control measure for airborne transmission. Room ventilation with an increased supply of clean outdoor air could dilute the expiratory airborne aerosols to a lower concentration level. However, sufficient increase is beyond the capacity of most of the existing mechanical ventilation systems that were designed to be energy efficient under non-pandemic conditions. We propose an improved control strategy based on source control, which would be achieved by implementing intermittent breaks in room occupancy, specifically that all occupants should leave the room periodically and the room occupancy time should be reduced as much as possible. Under the assumption of good mixing of clean outdoor supply air with room air, the evolution of the concentration in the room of aerosols exhaled by infected person(s) is predicted. The risk of airborne cross-infection is then evaluated by calculating the time-averaged intake fraction. The effectiveness of the strategy is demonstrated for a case study of a typical classroom. This strategy, together with other control measures such as continuous supply of maximum clean air, distancing, face-to-back layout of workstations and reducing activities that increase aerosol generation (e.g., loudly talking and singing), is applicable in classrooms, offices, meeting rooms, conference rooms, etc.
Pollen likely seasonal factor in inhibiting flu-like epidemics. A Dutch study into the inverse relation between pollen counts, hay fever and flu-like incidence 2016–2019;There is uncertainty if current models for the Covid-19 pandemic should already take into account seasonality. That is because current environmental factors do not provide a powerful explanation of such seasonality, especially given climate differences between countries with moderate climates. It is hypothesized that one major factor is overlooked: pollen count. Pollen are documented to invoke strong immune responses and might create an environmental factor that makes it more difficult for flu-like viruses to survive outside a host. This Dutch study confirms that there is a (highly) significant inverse correlation between pollen count and weekly changes in medical flu consults, and that there is a highly significant inverse correlation between hay fever incidence, as measured by prescribed medication revenues, and weekly flu consults. This supports the idea that pollen are a direct or indirect factor in the seasonality of flu-like epidemics. If seasonality will be observed during the covid-19 spread as well, it is not unlikely that pollen play a role.
Lockdown for CoViD-2019 in Milan: What are the effects on air quality?;Based on the rapid spread of the CoViD-2019, a lockdown was declared in the whole Northern Italy by the Government. The application of increasingly rigorous containment measures allowed to reduce the impact of the CoViD-2019 pandemic on the Italian National Health System but at the same time these restriction measures gave also the opportunity to assess the effect of anthropogenic activities on air pollutants in an unprecedented way. This paper aims to study the impact of the partial and total lockdown (PL and TL, respectively) on air quality in the Metropolitan City of Milan. As results, the severe limitation of people movements following the PL and the subsequent TL determined a significant reduction of pollutants concentration mainly due to vehicular traffic (PM
Estimates of the severity of coronavirus disease 2019: a model-based analysis;In the face of rapidly changing data, a range of case fatality ratio estimates for coronavirus disease 2019 (COVID-19) have been produced that differ substantially in magnitude. We aimed to provide robust estimates, accounting for censoring and ascertainment biases.
Artificial intelligence and the future of global health;Concurrent advances in information technology infrastructure and mobile computing power in many low and middle-income countries (LMICs) have raised hopes that artificial intelligence (AI) might help to address challenges unique to the field of global health and accelerate achievement of the health-related sustainable development goals. A series of fundamental questions have been raised about AI-driven health interventions, and whether the tools, methods, and protections traditionally used to make ethical and evidence-based decisions about new technologies can be applied to AI. Deployment of AI has already begun for a broad range of health issues common to LMICs, with interventions focused primarily on communicable diseases, including tuberculosis and malaria. Types of AI vary, but most use some form of machine learning or signal processing. Several types of machine learning methods are frequently used together, as is machine learning with other approaches, most often signal processing. AI-driven health interventions fit into four categories relevant to global health researchers: (1) diagnosis, (2) patient morbidity or mortality risk assessment, (3) disease outbreak prediction and surveillance, and (4) health policy and planning. However, much of the AI-driven intervention research in global health does not describe ethical, regulatory, or practical considerations required for widespread use or deployment at scale. Despite the field remaining nascent, AI-driven health interventions could lead to improved health outcomes in LMICs. Although some challenges of developing and deploying these interventions might not be unique to these settings, the global health community will need to work quickly to establish guidelines for development, testing, and use, and develop a user-driven research agenda to facilitate equitable and ethical use.
Bioaerosol emissions from activated sludge basins: Characterization, release, and attenuation;This article presents a critical review of the peer-reviewed literature related to bioaerosol generation from activated sludge basins. Characterization techniques include a variety of culture- and nonculture-based techniques, each with unique features. Bioaerosols contain a variety of clinical pathogens including 
Molecular identification of ;A 31-year-old man presented with cryptococcal meningitis (CM) without typical clinical characteristics, but with abnormal walking, difficult leg lifting and frequent falling. He was admitted to Peking Union Medical College Hospital. After multiple tests failed to identify the pathogen, single-cell sequencing (scS) was used to test the cerebrospinal fluid (CSF). Comparing the sequence obtained from single-cell sequencing with the reference database, it was found that the infection was caused by 
Encephalopathy in severe SARS-CoV2 infection: Inflammatory or infectious?;Concerning the letter by Moriguchi et al., we describe our experience with a case of encephalopathy with and atypical damage on magnetic resonance imaging (MRI) in a patient with severe infection due to the SARS-CoV2 virus. A 56-year-old woman, without previous pathologies, developed cough, fever, and respiratory failure for five days, after returning from a 6-day trip to Venice. Chest radiography shows a large bilateral interstitial infiltrate. In the first 24 hours, she was admitted to the Intensive Care Unit (ICU) for severe respiratory failure and positive protein chain reaction-PCR in nasal exudate. She needed intubation for ten days. In the first 48 hours outside the ICU, she developed an acute confusional syndrome (hyperactive delirium). Neurological examination showed temporal-spatial disorientation and incoherent fluent speech.
Performance and Acceptability of Self-Collected HPV Testing Among Women Living with HIV;To assess the validity, reliability, and acceptability of self-collected HPV tests in U.S. women living with HIV (WLHIV).
